title,link,source,published_at,query
Vale (VALE3) anuncia recompra de debêntures da 6ª emissão por R$ 42 cada; veja os detalhes - Money Times,https://news.google.com/rss/articles/CBMivwFBVV95cUxNNGdYT0NmX1JtUTF4ZmtGUDNIRkoxbTlqcml5d1ppTGlPS2tUdm82cG0zREpMX3ZMek5NRTh5LUp2TnZsQWNhQmNkVUJtdFB4VjFMN3lIVmVOdF85TU9Da3VWTE9aQkVtdzF0MHB4UHhVZXl6Yk1iT2dfUkphbjF3bGlLblY1RFBVMzFwV2F5Rmw1aE5KaVRHeXRHXzJ5MHZtUVJ4NXU1LVVYSHdCRk9Ob2FUa0ZpaHEyOXhjMC1fa9IBxAFBVV95cUxON3BxZTFDOTBSc0lkRUpWTlZFQzVuY3ZqcTBoLVoxRWgycjhsdXc3dXZKeFhnLUVjR3NHVWtyYjd1QzZQWFJnaXNNWTVGdlF1R0t4WGRpNjVFQkFXcmNQS1hDdGtFb0ZxV0YtWWVwaUxrVjh6V2Z4dk9zV1UxZld0dmQwRGR4clBtRENQR0VyOWVIaEZqZXNZcWhIcm5TX3FaNXNTLUFfZ0gyTXN0SXJCN0lPUmhOdHJzUGtRVktfQWhtRVdR?oc=5,Money Times,2025-10-06 10:17:00-03:00,"debêntures OR ""debenture incentivada"" OR ""lei 12.431"""
"Projeção do Focus de crescimento do PIB de 2025 permanece de 2,16% - Notícias ao Minuto Brasil",https://news.google.com/rss/articles/CBMiugFBVV95cUxQZExzZ3FGRk1NTzNkUlA1cHQ4d2Z1dG5PVVBWVUppdlpfYTNVWUNUZ0FCUk9xVlE0TFBGN3BHU1BfZ3BuUS1CbUlZT2tjT01yUGFlOWc1N2pGUWgtems0NDgzRXdzNE84Wk5ZUTNkbjZyRU8tUXN5NzdnQ3RoSWRRMkpQa29CT3p2N1NPMzVBMml1QnNfaEREOVJEbnJNTEY5eFRqanhuTVhSemhPWmZWanJrMTRneDJNcVE?oc=5,Notícias ao Minuto Brasil,2025-10-06 10:15:14-03:00,"PIB OR ""produto interno bruto"" crescimento"
Arteris vai emitir até R$ 750 milhões em debêntures incentivadas - Valor Econômico,https://news.google.com/rss/articles/CBMiugFBVV95cUxQcGI2eW9zRHlRMllxdlFzaTF0STdmSmpKa2ZJYUFYQVdSS3hzUW0tUXlLeExfekR4WnhRcjJMelBHclhnWHExbDNuR0wxVXF1REx6c3pveG5qQVMzQWRUemxfMEstb2NQX3h1WVJ5OEZLWjNmZXB1ZnlKRHpQa0FtMXJKVjRDYTRMWEY3cm84Um9QZS1TazdndHFUWlptXzd0Y0dmWW1IU3BjSjI0ZzVudWxKbVFWMzBnLWfSAcgBQVVfeXFMTUx4cElJWmhPR0g5ZUtqN0szV2phU0lqc1VWaDF5VWw2cjNrN3lnZURKcGxqOFdGOFM1WVpEVmJmb21ibDFMQWRPZFoySFdIeTdEMFBsMXo5UG14SHA4WHVpVklKZnZ0aUNyVGhQYVBQOVJaSmRXcHNBTXp6N0JEWThfZGNVTTZWNDh3aXNTMGg0OFdWY2dudGVkY1hKV1p0UWJNVlB5TG12Q2lXWjJMN0U2V08yNDhlVllPYjljcjlwY1l2ZWs5VVo?oc=5,Valor Econômico,2025-10-06 10:13:50-03:00,"debêntures OR ""debenture incentivada"" OR ""lei 12.431"""
Roça Cri-criativa realiza espetáculo com yoga e música para a primeira infância - GPS Brasília,https://news.google.com/rss/articles/CBMid0FVX3lxTE9QN2FHbUwxQkUyekZJXzB1RG5yWlVtTUxfQnRSdXBCalNCZ2JLM3VHSVBtR0lGX1V1c3k5elcyVHhBNGpSem5ma3FOTTd2ZE83aWVzX3BCbDltZzU0bEloMjcwVGlkcjBqWDF0NDlkaUxLNklXbkdV?oc=5,GPS Brasília,2025-10-06 10:13:18-03:00,"CRI OR ""certificado de recebíveis imobiliários"""
Vale (VALE3) inicia oferta para aquisição facultativa de debêntures; veja os detalhes - Estadão E-Investidor,https://news.google.com/rss/articles/CBMipAFBVV95cUxNby1PS1pvRVZOSUY2UEhuZTNEZEp5MzBWclFZLUJ2Tkd0bjh0ZHBzN2xWSV9Ib2RoOUtpRkVnLWx1ZjE3dThDM25BR1NpZmYzN295VEtRdTFablM1OEphOHVrUmJ4OU56cUIyS2Y4NjNXVVdZUm9UZkp1QzFYRHRTMUU5a2VpM05iUm5OUTM0NUxnRXJ2ajZnUmNBR0doYk1Sck93SdIBqgFBVV95cUxOTmhDV2IyYnIwRTNYUFpzLU9qcVg3R0lsNGZoTDhLWUNNeUd1clJ4TklrczRRdnJ3bmxCSlE2VUx3aTlRWVZnT1oyS1VUVnhiRFFuWDB0eU1WdmxnU003M2c0WGh2aUVwRXBSRGVxUVNrSDVabkRsQWJuWGl5d1I2aVpfMG91WGgxX0dNOFlLcjZyYjdKWjJ6TG9NWGNwZ3BSTVJmNy03WDN4UQ?oc=5,Estadão E-Investidor,2025-10-06 10:07:24-03:00,"debêntures OR ""debenture incentivada"" OR ""lei 12.431"""
Debêntures: alteração no cronograma da nova emissão - Acionista.com.br,https://news.google.com/rss/articles/CBMiggFBVV95cUxQdnU5U202UjlhaUdKX3JibjBXa0FWWlhaUUM1NWQyVFUxWVpfWTNhMHJGRjhQOHB1akc0NFhLWnJfMGRiVUUySGx4RTd6ZW52R1Z1RUhDYUVOdS1YX2YtQ1E0UWJ5ZzFvckVBWnJONjhRVmlzWVktbVVfVk9NV2IzT1l3?oc=5,Acionista.com.br,2025-10-06 10:07:04-03:00,"debêntures OR ""debenture incentivada"" OR ""lei 12.431"""
"Mercado financeiro reduz previsão de inflação para 4,8% - Agência Brasil",https://news.google.com/rss/articles/CBMisAFBVV95cUxQWmhBTlFpanVSQ3J1WU5UanRScjRxbXBoU0xwNUlsOURiWDI2b08zUlYxWEZLbnl1UWZIMFhuaDdScnc2YWJXVV9EcjNhSlM5MzdrbFNONmlfS2RvSnhCSXJCZC12YnM1LUdTbVE5YnhMZ1NJbENCcnQ3ZEJJcVhhNmZHUDNGSTcxZm1COHVqU194T2dPbEd0SmRibmtuSlZieTg1TDZWZGdFVHVLUUlaSw?oc=5,Agência Brasil,2025-10-06 10:06:00-03:00,inflação OR IPCA OR IGP-M economia
"CCB: 50 anos do Teatro O BANDO no CCB, teatro, exposição, lançamento de livro e conferência, 15 a 19 de outubro - e-global.pt",https://news.google.com/rss/articles/CBMizwFBVV95cUxNMW9zZ3Yyd1oyZUVYN25sczNrNGNQRzNCNnNEUXBMS1VMWXcyVGFEUkh5WHdrR3lLNXZLOWpCQ0JORFowXzJSWkllUUlCUk1GNnNHeEhKV2prZVRyR3J1d0VxdkozVjdXQjBCOUt6akdFdTdkSVdhQk5EajZ4S1FTVGZLRGhoZVlsUllSUWxXcURuVnhOUi1JWVpXOFFvX3Y4LVZMN0lKUDlWb1pMOWhNZGRPUzA5YkdSMjRzQVNZZkxOcnFFZ3BEeHRoTXBLNm_SAdQBQVVfeXFMT3VITmZXcDVmRnhRdG9aM01oUmx1UF84VnVNWERIamZBWmtVRUQtNVhlTmFBZUpvdGg2VEE4ellPaW4wcUJGWXRxRF9XcGJZTkd6SXpDSjNDOERBQnRSdF85UDcyWmJzbkdNUkktVGdQcUVzc3ZFR1pwemtJTzhZQnEwbm1JS1BjUXJnR2tFemtlYlZQeEE1WWp5Mm9kOWZTOVRQTTBBUlU2RjdETTF4aGlIcTJPQm9XdWNEQUNTaFA4eFZCejRMdzZWSEhfYXNVR3NUeWE?oc=5,e-global.pt,2025-10-06 10:03:43-03:00,"""cédula de crédito bancário"" OR CCB"
"Mercado reduz previsões para inflação e dólar em 2025, aponta Boletim Focus - Piauí Hoje",https://news.google.com/rss/articles/CBMixAFBVV95cUxNSW5oRHptT3JmM3hPckxqRDE5VWNoaDlZM20xbGVkUVpmdE1RMTZiM1A5MGVrWDFkaTVJSTMzRDVXYk85RlV2WjVOdGw2N3plbkV5WVBDVWpvSHdyRzBYN1pYR0dVZU5qNW94d1NNeEZKTzQ5RWUtQURiQmZHQUVjT2RieG5vaVpYdWhwNG9Gd0t3YkE2SGFPanF1Vjh4RkNJTUl4cHcya0t4eHlzNWJna1RNYm9VbDJkZnR6QmhwX04yNXot?oc=5,Piauí Hoje,2025-10-06 10:00:40-03:00,inflação OR IPCA OR IGP-M economia
Boletim Focus: mercado reduz expectativa para inflação e dólar - Rádio Itatiaia,https://news.google.com/rss/articles/CBMinwFBVV95cUxQb2g5MWd6OXdnVWlQV2hETzJZemJ0RllwekNIQk5KLVRxeFdXZDdUaUtoRWM0SnFxcnlJY2dkYzdjUGc1c0luNUNSanl3N0FOeS1aZk5wUkJmUWNfb1B3aV9wVGdsNlRsdzVLNE5oYVB0NWd6akU5ZVJ6Z1VPbWpjSkZ2bnZnZjhzVHRNU09fYjJIN1d1SGZOSWp5THFEQ2s?oc=5,Rádio Itatiaia,2025-10-06 09:57:45-03:00,inflação OR IPCA OR IGP-M economia
"Vale vai recomprar debêntures participativas emitidas há 28 anos e pode desembolsar até R$ 16,3 bilhões - Valor Econômico",https://news.google.com/rss/articles/CBMi0gFBVV95cUxPcVBxLVQwZzZ1dVNWNVRYUkR5WTF6RnFKMWNWVVhhS3VmTmphTWRuX1hIVUFOWXVnczUzTFoycGJ3UHktMVJOZl90VnhOSVhmdlZlOVlBNEIyaWRqc3pnUURXU1F5ZVNJMm1WclQ4a0llRFBCenpaV2I1SXNFNG9ObGZXS2xqQWhsaGVQS0xzd3VRVWt6SmQ3ckhETkJuWU56RGNiWTVFazJ1WC10ZmVzSlNET0hqZmlhaS1yLVB1T0hjTjEtVkk1Vjd4Z1RoRm1DYmfSAeABQVVfeXFMUGhxc2RLWjFMem03RFBJSUh4bFAzckFxcW92aGVjblpFNjh1MENMZWtyaGpPNXpoLWIweUhZQjZPUmxhWkZjLTVaSHJOMHhZVkR5RjF3ZXdpc1ZLZVJKYjJMaFV5QTU5YWdGNWxQWElFVG42V1dIbFFVOFhiRUpQaXVzZmdTZjZZS2VJZ0d5QUZhTHlpR1A0YzZ0MEZkeXVYZDNSN3NZT3BIUS03YWdfTGxhT3VMVXVGcnc5aGo2TWdZYjdTalY4WGFtZl9fcTh2STlnYzhmUFhFcEhnZWctOEg?oc=5,Valor Econômico,2025-10-06 09:51:40-03:00,"debêntures OR ""debenture incentivada"" OR ""lei 12.431"""
"Mercado: Decisão da Opep+, Debêntures Vencidas e mais para hoje - Acionista.com.br",https://news.google.com/rss/articles/CBMijwFBVV95cUxNeHU2WE5zNHpLZE80LTZyaWxHMmZOa2t5SUlxZnd1U1F6NTNvZVpyOXJyTE1JdllVaW96NlFfcEdUN3g2UngwbGM0bFNmV2V3eGxEQ25LM2JuVUpXTUM0dkg0dG90VElSdG8wam9sSlhfNW5VWmdhWGl0SVEybEE1YVQyQXhIQU5UMlc5WWFBQQ?oc=5,Acionista.com.br,2025-10-06 09:49:58-03:00,"debêntures OR ""debenture incentivada"" OR ""lei 12.431"""
Vale (VALE3) informa início da oferta para aquisição facultativa de debêntures participativas pela companhia - financenews.com.br,https://news.google.com/rss/articles/CBMi2gFBVV95cUxNVVNIb3pBUXJ5cjhpc1ZMS1l4N0tpZjF4S1dkQzJfWUJadjNHdlNxczZ2MWZJZlBNaU9ZMGZPbFo3bXNKUGhWRmpaaUJBR1JjRGh3T1lJZld0Y0FSNzRWX1FzaWRqQVhqaHluajdGQXA4MV9uUGxRT3o4V1pTWGJXQlEyUll5RHoyNjlkV2d2d2YxenpiQjlMdWVUSHB0NlNjUHFhM2t2bGJMRGlCbFlISnhtaEtuSjR2azlYTERkcmtPU1N6cnlMRE9hcE9iQWdCOWt5U0xhX2tpZw?oc=5,financenews.com.br,2025-10-06 09:46:27-03:00,"debêntures OR ""debenture incentivada"" OR ""lei 12.431"""
"Pernambuco reduz inadimplência de aluguel em agosto, mas índice ainda supera média nacional - Rádio Cidade 99.7 FM Caruaru",https://news.google.com/rss/articles/CBMitwFBVV95cUxPVjc2ZlRCQzhNQ2JDejR0dVFyQ0FEWnFCbU5NZnBWNkFWTEdqRzUwbjVpd05WcUNRLXVGdGhiSFVScm9FdHVnVDJ5cm9BczhnM3h2TG5VS2xpNDFrclY5X1JULXBJdzZJcEZZM3prUndnOGdIYjM0SjYxY3JwaVBFcXpLMmZiTDRjTWRyUFFJNF93dGpRODY0VnE1OXNkOU94cmlPVktYMXdCd0J6b0ROZDNYdlh4eU0?oc=5,Rádio Cidade 99.7 FM Caruaru,2025-10-06 09:39:00-03:00,"default OR inadimplência OR ""covenant breach"""
"'BC acerta em manter juros para atingir meta de inflação', diz economista - UOL Economia",https://news.google.com/rss/articles/CBMitwFBVV95cUxQQ1FKeTlWekZRcEpsUWw4VWRHZzNnN0xpdXk2MWFkSHdyTGpiOEx5bFhhLUxIQjlxdUJMYXpzdXZkS3JUTVVqc2dzSURwYk5DV19sSVdkeDVSNkRwNnR0RFRXa1JLUk1CaHo0YThWOUNXOXNiZ1V6LV9aVE5SNFBSS0JOUlc5RFVUMlF3TFkwRVlycGFsckE4d1cyeGFDcUIxbWQ4aHo2NHhmT3hTVFJNc081U3M4RTg?oc=5,UOL Economia,2025-10-06 09:33:17-03:00,inflação OR IPCA OR IGP-M economia
"Déficit primário de 2025 passa de 0,51% para 0,50% do PIB, aponta Focus - Jornal de Brasília",https://news.google.com/rss/articles/CBMiuAFBVV95cUxNS1VIR21jM0hnbXZMbUdGS1AzWDVTSnpVMEhqT3dDcnRoNGZhVEwydHY3aDUzeTM5cVZ0anFmVE5NNkZQM1JPODR3NVU4RGdHRnU2MTlSaTlzTUlweHctS2FfaDJ6Z2lDcFR6TVdqc01KY045dGVnMmhTNEFWclJ0RFFUbGZ2aDZudWZkY2g1elI4dGdFMExsWjBweEFtVDZpRVc3Q2ZrUC1JU1ZEZWVaVGJ0endWZmNB?oc=5,Jornal de Brasília,2025-10-06 09:22:00-03:00,"déficit OR superávit fiscal OR ""resultado primário"""
"Balança comercial registra superávit de US$ 2,16 bilhões em setembro - Vero Notícias",https://news.google.com/rss/articles/CBMiowFBVV95cUxPMFQ0TlNiM3dZZi0xMndxWFNIMU84VkJBeGFlTVlHeUI5YThCY2N1M3k4aGw5cnNaQjM1RUZiSHJtMnh3TGpSUEdFM08tRjdNSTJQSk50MjVWWjY3aWpnODE1TEhSWGw0QjRmdUladEdHZThvd2Viakw3XzZoN0NWYnc0LUs4VVYxTkV6ZU1SZTFVQ3lCS19KdVZjVEZyQzNQREk0?oc=5,Vero Notícias,2025-10-06 09:20:51-03:00,balança comercial OR exportação OR importação
Focus: expectativa para inflação em 2025 cai pela segunda semana consecutiva - ISTOÉ DINHEIRO,https://news.google.com/rss/articles/CBMidkFVX3lxTE40a2VQb3hpVDFKMzJfOHRNeTc4MWRYQ2o1RWNYUjE4NWlpclpfUVpxaWJ4Vy1JcXVSR2Z5SFVTcUpTX1l4c2dKV0RUU25XZ0pMRWVON0w3cDgxakk5akhpbjhBT3NIei1WVjJkRVZKMUNhUTRLY0E?oc=5,ISTOÉ DINHEIRO,2025-10-06 09:19:44-03:00,inflação OR IPCA OR IGP-M economia
"Ibovespa futuro enfrenta instabilidade com balança comercial e Focus no radar; dólar sobe a R$ 5,35 - Estadão E-Investidor",https://news.google.com/rss/articles/CBMirgFBVV95cUxNSXF4WnNPR2szbVpFdHNHZ2VGYjY1OGlXcVYxTmJTUDU0RkhWQVk3dkR0NC00WGJHeVJQQ0hLTk1fb09NVWgwNjY0SDZaZ04zd2l1ZnRrMUxUXy01cFcwN2lFZGI1UFA2WHhuYVlnUnQ4NHJXOW95V0QwdU1fQ3JZTm9qVUt1VzBnek9XRFZ1bFRHVjVYeGdhRWhTM2tjRXIzUjhtemhpU0pXOHRYMlHSAbMBQVVfeXFMT3NndmJUZkxlWWFKYUo0a3kwazZyakppQ19IYURLNk5OeDMzMzRHVzZLZ1RYTTlHcDRKUmtCWFFDa0J5VWhReExVaDR6d0lZUXRoMkRtWnd3YWlvbnhmZ3E3Rld3dktvclgwdXZiWGUxNFIyRXlMMnlodXVadExqdW9QUU4xUmVEczMxclA4WUZSdDFTZzNNVzlIdk9mUjl5ODYzSWYteTZQOC1oLWhvOVpOams?oc=5,Estadão E-Investidor,2025-10-06 09:12:57-03:00,balança comercial OR exportação OR importação
Inadimplência cresce no Brasil; veja número de devedores - Correio Braziliense,https://news.google.com/rss/articles/CBMizAFBVV95cUxOOVZ0ZGtELU9iYjlnWTVfZjRXTEpJYkRSM3pQVmpIZmVJdzdMbzhXbm9lb1liSk9RN1pONUpCWGs1ZkdhTkgzVmhqcVJ4WUp1TExEdkZxSlpUUUNEdnIzckJUQ3gwX1JRWVhmT2U0Z3BaUUdUdldRMlRTbE9CX0xJU2xHeTZHRktzLTRueERGd1VQTE5PYkRreGVrQ0hmaUJhNGpCTm9tZVNfVXZlYjRFRUptNmMzSkE2TlhwZ1VwbTVuS3ZQLUh1RTV4RGnSAcwBQVVfeXFMTjlWdGRrRC1PYmI5Z1k1X2Y0V0xKSWJEUjN6UFZqSGZlSXc3TG84V25vZW9ZYkpPUTdaTjVKQlhrNWZHYU5IM1ZoanFSeFlKdUxMRHZGcUpaVFFDRHZyM3JCVEN4MF9SUVlYZk9lNGdwWlFHVHZXUTJUU2xPQl9MSVNsR3k2R0ZLcy00bnhERndVUExOT2JEa3hla0NIZmlCYTRqQk5vbWVTX1V2ZWI0RUVKbTZjM0pBNk5YcGdVcG01bkt2UC1IdUU1eERp?oc=5,Correio Braziliense,2025-10-06 09:09:15-03:00,"default OR inadimplência OR ""covenant breach"""
Mercado volta a reduzir projeção para inflação e dólar em 2025 - Estadão,https://news.google.com/rss/articles/CBMioAFBVV95cUxNanR0WUdsMWVidnF0QzI4RkNHSGs5dlZQSEhKME5MRWZNdnVJWHVXM1JCc0lXZ1Z0LUhvSEJZbkRuZFFMZTlfT2ZmVTlNM24yZjBfbFVYcmxHYlo2ZmVlMGZKT090OXF3WXVOTHdfdVl6czgwSlUzbjU4V0NRcWUwcm1TejlKX1ktYi1ERGZqLVlPUkhOR0ZQV0Y5d0NxS3Fm0gGmAUFVX3lxTE5sR01xczBab3NsaEEzTGxQcXVjc3pjZUNtSDRHTWVJYnBnQk5ILURWQkQxRi1JYnprdzZ2QnhlSHc4SGpzcm1XNTVUZ2ljWjk3ODZIV2RpaVZGalR5MkhhTVp5ek5lamhaWUp5dWY5eHVnOUxvd0xfZ05lZTFfRmwxbExjSFFDYWVFbUJJYjBsTEtYalc5cmxET2piZjBETFg1cE1JU1E?oc=5,Estadão,2025-10-06 09:08:44-03:00,inflação OR IPCA OR IGP-M economia
Dólar opera em queda com diálogo entre Lula e Trump; bolsa recua com bancos - G1,https://news.google.com/rss/articles/CBMieEFVX3lxTE1VZmtmY0llaW44NU55bVdiYVRuajMyalpoeElFcGNBRmNLbHFZWGd2LWhiYTVadFladlEzSndEMHN3VEtVUm5vcktqclhqZFNhLXRuOEwxVU5TN2g3djR4QTVMUGlZbDVVZFZpRnFaSUFpWmZOa2RJRdIBhwFBVV95cUxOSTRTdlpiNTVnQjNZdl8xNWhZZTEyakdyUHRBZHh3M3pabDdBd1d3ZVdYMThpMDRLbUU0TnB6X1NIM2RoVWw1SW1Pc3lIbV9lU1lNWFA1ZDZfLVpISVByUjU4ajliZFN4LVI1SGpVNk94TWd6aGlTT2tWMHVWdFVYSFFUTU84OGc?oc=5,G1,2025-10-06 09:00:34-03:00,"câmbio OR dólar OR ""taxa de câmbio"" economia"
"Economistas cortam apostas de inflação e dólar para 2025, mostra Focus - Economia em Pauta",https://news.google.com/rss/articles/CBMiowFBVV95cUxNWlFkbHZ3dnJOTG5XRnl0Q3dxODZ2bVpLMHNqOGl1QzI1bGEyaGczSDBhTDd3VXRfdDgtOFktYjZ6TU9yZ0NNbzNJUEhOYkF3TzlxdGpSQ3Y1RmJxUWxyQmR1cEhFLWY0VTM0OFRmeWRlVDFoTTRuZ3lpYV9lWHB4bC1Hd2x4LVVkYldLakN0NzZaczVmdVpwUHh1ck13SEwyczRZ?oc=5,Economia em Pauta,2025-10-06 08:49:11-03:00,inflação OR IPCA OR IGP-M economia
Boletim Focus registra queda na inflação e no dólar - BPMoney,https://news.google.com/rss/articles/CBMijAFBVV95cUxOZTZuRHVfRGtHQjlvc2Vud1NLOTVVZ2ZTM0k0NmVUMFVYTV9KODQ3Mkp4TnE4eXhSQW4xbHNmS0U1QWg2MkpPTWxhYXdkYzh3b1h1dmZMYUtPYkdLMTIxUkhEQk1ETDVJYTFrRDV6anRKcW9mcTFYMTFyX25FVDRFbFRIcXhLTVFpVGVfSA?oc=5,BPMoney,2025-10-06 08:46:00-03:00,inflação OR IPCA OR IGP-M economia
IPOs ficam no limbo com paralisação do governo nos EUA - Bloomberg.com,https://news.google.com/rss/articles/CBMiqAFBVV95cUxPLWs4WGxwOEREVnVsSWFEX1M5Z0Y2YlQzNnoxSWM4WC1aTndwYzNyeV9wNnN4WHFXazBha2pSTE5XNy1UYUtNNXhuMVpNdjlSTy1JOFN0azVNZFd0aUxiX29kb1ZCV2MyV2xNVmVINkRnNEYzRGQtcDZDbEJ3SUdTdGNabHRIcGhQcHl2Q3o2Q0NEQ1lIMFgzZld2Vmpod2pwU2xmQUF0OU4?oc=5,Bloomberg.com,2025-10-06 08:35:17-03:00,"""oferta pública"" OR IPO OR follow-on OR ""emissão primária"""
Inflação volta ao centro do debate com isenção do IR e pressão sobre o BC - VEJA,https://news.google.com/rss/articles/CBMirgFBVV95cUxNVkxZdnpabGRsQ3pyZTBCZHlmUllTSHJxM2o2M2JORTNERUdzQjlLWWswSXQtR21oT1VyMWxQZXBwMUpSQkxtN2Vuak1NdjB6SXZpVGpndFZBUWZCZlZmVk9aRUM3STl4bDV0dlAxbk9WNzRueU1BNEd2U2JwR3JickI5WFNFa3hoVzl1MkM0ZWtkZVhWcVhHVFFVejlzdGhOY21scXh1cnRlQ3V3VHc?oc=5,VEJA,2025-10-06 08:35:07-03:00,inflação OR IPCA OR IGP-M economia
Boletim Focus: analistas cortam novamente projeções para câmbio e inflação em 2025 - InfoMoney,https://news.google.com/rss/articles/CBMie0FVX3lxTFBrN0pVOVdWNUlxc21LdFlHOWFPMGpYSDg5NFJhbmZJSTVmc3RzQ3o0ZDlrd3BNTG96RXczempMRndoZHZ3MWlYNzZKTDdYUzdLZGwwN1E5eVkzS3lDTzQ4bGRqS1A1MEpoZHgwRi1GWVhiSFFwcjNmUjM3ONIBgAFBVV95cUxQdTZiU0x6VE11dTBJa1Zld2trQWpFVzQxbU85UTI0djhSMGJYVFNXMTlkenE3VGtwd0FhYUU5SkMyb3Y3TkJLNndOc2VrOFRzMFZMaEVBaENnckNNU3JxemdGMHN2WDNnTk9FcW81di1JeWJfdVFGQUZSbV9aWG5oOA?oc=5,InfoMoney,2025-10-06 08:30:05-03:00,inflação OR IPCA OR IGP-M economia
BR Partners aposta em assessoria para reestruturação de dívida - Bloomberg.com,https://news.google.com/rss/articles/CBMiswFBVV95cUxOeExXTV9wX0Naa3gzSXFJSjU3LWlOT1BVc0owYUxKTjcyaDFXY1VXaU9wZkhwbUttd2l6TkFKTnc0U0ZQMkp4c3E2eTJlZjVpdEZuZGprNVExNFZhLVlPdDh1MWktclU1SWRRV18tNWc1SVZMMjhtZDJYSUQ0S2FRZkpJSXVsRWdmdS1paUxjTVlVMXlodDZTS2E4RVZUWmNpOUVFRElmdDlWMzRvNmxBOC1qWQ?oc=5,Bloomberg.com,2025-10-06 08:30:00-03:00,reestruturação dívida OR refinanciamento OR amortização
"Aumento do risco de ficar abaixo da meta sustenta leve corte nos juros, diz economista-chefe do BCE - Terra",https://news.google.com/rss/articles/CBMiigJBVV95cUxQYjNBNzJ6OXNpSWp0eTc1MmZ3WWVwQ3I3Z09LSDhzTHVrSUQ5WFFnelJ6X3ZidUVXSGczZUtQa3FvYzN4ZEE5dDZEQ3c4MGh3N2kxMUdxcVhPeDV2VkRSRkJUb3o3bk5iaEVjMDgtNkk3Z2lncEpweFhhZmdxRWZ6RlVWbTNuTmN3SHNoeEotb25XeWRiUFcybS1CcDdQTGJOV3VWQWFoSFlpejBqZnAxdzJMX2pKbW9vdzY0a2I3NXdxWGpTWjdfQ2UtVVg4Qi1HbUtWZVY5el9xY21VQ0htMGdyYnBSRFp0Vm1YTHpuckRwSmFSR09mQVFtWUlPQWUtRFhmNEtlTThJQQ?oc=5,Terra,2025-10-06 08:19:00-03:00,"""banco central europeu"" OR BCE taxa"
Serena (SRNA): Oferta pública para aquisição - Acionista.com.br,https://news.google.com/rss/articles/CBMidkFVX3lxTE1xdXN6Zi1rN3dLc1V2d2VJdVlvZUhzemxXajB6cHQ4dXI1SWdrTWJUSjI1VHc0MXh5ZVdpaWJNOWZteEpJYVplU2o0eXRYQ0NFbU14X1JleHJLRE5wNkVNclFGdk5wSWVIUzVnMFBZU1A4aTR1aEE?oc=5,Acionista.com.br,2025-10-06 08:16:59-03:00,"""oferta pública"" OR IPO OR follow-on OR ""emissão primária"""
"BRK Ambiental emite R$ 1,5 bilhão em debêntures para alongar perfil da dívida - Times Brasil",https://news.google.com/rss/articles/CBMiiAFBVV95cUxONXNMVUptVDBKbzZ4ZlZfSnpoTDhuWTZ5anFya0lyRkNkcjI0dktHMVJvX1JUTHJtd2szU3JfTk9mLXRzNlZXUVJSbGxmSG16dlFDUlhTT0NwU1lZQUUtMjVSUmJXdkdVdEdkQV83ejU2WEsxZFJURE1RWUZ5Q2FreHdCNWpUaFhG?oc=5,Times Brasil,2025-10-06 08:15:00-03:00,"debêntures OR ""debenture incentivada"" OR ""lei 12.431"""
Dados sobre a inflação no Brasil e decisões do Fed movimentam o mercada nesta segunda - Canal Rural,https://news.google.com/rss/articles/CBMiwwFBVV95cUxNWnB6dGxWa2dLTFlMM3pQS2J2SExzSzJzZ2lQWVNqWUxPejgzenBqVktlVlVKWnJycjdoaTE5SzNRYXNONUNvMWNhVTRCQkZNcEZoYWNVOHBEaW1KY2pXTTVkSFE0M3dfNjcweFBOV01HZmdSbVU4RXdJZVFRMHE4b211T3RjbHdoZkVvLXlOeC1zVTgxTHRDQ3J4THJBTU5KM0JsY01VR3JMY003anI2TDIyT0xxZ2pxelBqQjR4YWRqWVU?oc=5,Canal Rural,2025-10-06 08:14:55-03:00,inflação OR IPCA OR IGP-M economia
"Crise na França, AGE do GPA e balança comercial: o que move os mercados - Exame",https://news.google.com/rss/articles/CBMipwFBVV95cUxPUHUxU1pHX2RKcUJDZUhmeGhHNHBQczdLNVlVSnlRenFvUWlTMHFnQUxWUWNvV1hub2p5TFdsRFZuTDBRSzZucHlQTmZGQkVYc3VWbnRqTEVJYW5SN2dsQlhOWHlfbS1FV1U3NloxS3FON1F3SFFDRktlVnlWS3pmYUMybDYwb2NKSDFlN3lzN2lPc2FQenItY1VteV9KV21SU0VHT3NsMNIBrAFBVV95cUxNcWF5OUNTM2FSVmwybFdwbmZHSHJiekg2MGZJM0wxM3J4WEpqcUlJNFVlZndOUVhVcld4UzhLTk5ZZFJUMWxNQUxBS2VQYzcwMm5xa18zQnZabGhtYVF2WnpFS2phVGFwWmFLeU1NUnYxQVZGalp1UFRWVkVpZ1R0RkY0djVlWEh2Q3RFUjBHbkFLTkVnZjJwek45RzJBWXpLMTNuSnNPZWZyc1ZU?oc=5,Exame,2025-10-06 08:03:45-03:00,balança comercial OR exportação OR importação
